1412,20074,2,8,17,26,Crude Bastard Sword
1413,1547,2,7,21,32,Feeble Sword
1414,19525,2,5,17,26,Cracked Sledge
1415,19613,2,4,21,32,Carpenter's Mallet
1416,8495,2,0,21,32,Rusty Hatchet
1417,8501,2,1,17,26,Beaten Battle Axe
1418,14344,4,2,6,0,Worn Leather Belt
1419,14353,4,2,8,0,Worn Leather Boots
1420,4471,4,2,9,0,Worn Leather Bracers
1421,23083,4,1,16,0,Worn Hide Cloak
1422,14345,4,2,10,0,Worn Leather Gloves
1423,14346,4,2,7,0,Worn Leather Pants
1425,14190,4,2,5,0,Worn Leather Vest
1427,16798,4,1,8,0,Patchwork Shoes
1429,23130,4,1,16,0,Patchwork Cloak
1430,16797,4,1,10,0,Patchwork Gloves
1431,16796,4,1,7,0,Patchwork Pants
1433,16795,4,1,5,0,Patchwork Armor
1436,17144,4,2,7,0,Frontier Britches
1438,25943,4,6,14,28,Warrior's Shield
1440,8570,2,4,21,32,Gnoll Skull Basher
1443,6522,4,0,2,0,Jeweled Amulet of Cainwyn
1445,10167,4,3,3,0,Blackrock Pauldrons
1446,6841,4,3,8,0,Blackrock Boots
1447,14438,4,0,11,0,Ring of Saviors
1448,6842,4,3,10,0,Blackrock Gauntlets
1449,9823,4,0,11,0,Minor Channeling Ring
1454,8457,2,0,13,32,Axe of the Enforcer
1455,22214,2,1,17,26,Blackrock Champion's Axe
1457,19683,2,4,21,32,Shadowhide Mace
1458,8601,2,5,17,26,Shadowhide Maul
1459,19136,2,0,21,32,Shadowhide Scalper
1460,20109,2,8,17,26,Shadowhide Two-handed Sword
1461,19375,2,1,17,26,Slayer's Battle Axe
1462,9846,4,0,11,0,Ring of the Shadow
1465,20594,2,15,13,32,Tigerbane
1469,20154,2,7,21,32,Scimitar of Atun
1473,20402,2,10,17,30,Riverside Staff
1479,16710,4,1,10,0,Salma's Oven Mitts
1480,9381,2,4,21,32,Fist of the People's Militia
1481,25595,2,0,13,32,Grimclaw
1482,20089,2,7,21,32,Shadowfang
1483,9117,2,4,13,32,Face Smasher
1484,9122,2,10,17,30,Witching Stave
1485,7464,2,6,17,26,Pitchfork
1486,9889,4,1,5,0,Tree Bark Jacket
1488,12960,4,3,5,0,Avenger's Armor
1489,8676,4,2,5,0,Gloomshroud Armor
1490,6502,4,0,12,0,Guardian Talisman
1491,9836,4,0,11,0,Ring of Precision
1493,5165,2,7,21,32,Heavy Marauder Scimitar
1495,16553,4,1,8,0,Calico Shoes
1497,23094,4,1,16,0,Calico Cloak
1498,14348,4,1,10,0,Calico Gloves
1499,16552,4,1,7,0,Calico Pants
1501,16551,4,1,5,0,Calico Tunic
1502,16947,4,2,6,0,Warped Leather Belt
1503,14846,4,2,8,0,Warped Leather Boots
1504,17024,4,2,9,0,Warped Leather Bracers
1505,23076,4,1,16,0,Warped Cloak
1506,17077,4,2,10,0,Warped Leather Gloves
1507,17156,4,2,7,0,Warped Leather Pants
1509,18466,4,2,5,0,Warped Leather Vest
1510,19775,2,4,21,32,Heavy Hammer
1511,20173,2,7,21,32,Commoner's Sword
1512,19226,2,1,17,26,Crude Battle Axe
1513,20092,2,8,17,26,Old Greatsword
1514,19533,2,5,17,26,Rusty Warhammer
1515,20421,2,10,17,30,Rough Wooden Staff
1516,8498,2,0,21,32,Worn Hatchet
1521,19306,2,1,17,26,Lumbering Ogre Axe
1522,22239,2,6,17,26,Headhunting Spear
1523,5534,2,5,17,26,Huge Stone Club
1539,20395,2,10,17,30,Gnarled Hermit's Staff
1547,21551,4,6,14,28,Shield of the Faith
1557,18456,4,6,14,28,Buckler of the Seas
1560,16856,4,1,8,0,Bluegill Sandals
1561,12671,4,1,20,0,Harvester's Robe
1566,20078,2,8,17,26,Edge of the People's Militia
1602,8489,2,0,13,32,Sickle Axe
1604,20188,2,8,17,26,Chromatic Sword
1607,20272,2,10,17,30,Soulkeeper
1608,19743,2,4,13,32,Skullcrusher Mace
1613,28470,2,10,17,30,Spiritchaser Staff
1624,15340,4,3,1,0,Skullsplitter Helm
1625,26586,2,8,17,26,Exquisite Flamberge
1639,5128,2,1,17,26,Grinning Axe
1640,8526,2,1,17,26,Monstrous War Axe
1659,1795,4,1,10,0,Engineering Gloves
1664,18289,2,10,17,30,Spellforce Rod
1677,8678,4,3,5,0,Drake-scale Vest
1678,11269,4,3,8,0,Black Ogre Kickers
1679,5137,2,5,17,26,Korg Bat
1680,19304,2,1,17,26,Headchopper
1713,23949,4,0,12,0,Ankh of Life
1714,9858,4,0,2,0,Necklace of Calisea
1715,8683,4,3,5,0,Polished Jazeraint Armor
1716,16667,4,1,20,0,Robe of the Magi
1717,12960,4,3,5,0,Double Link Tunic
1718,17137,4,2,7,0,Basilisk Hide Pants
1720,21460,2,10,17,30,Tanglewood Staff
1721,8581,2,4,21,32,Viking Warhammer
1722,15467,2,5,17,26,Thornstone Sledgehammer
1726,20749,2,6,17,26,Poison-tipped Bone Spear
1727,12827,2,7,21,32,Sword of Decay
1728,19997,2,7,21,32,Teebu's Blazing Longsword
1730,6902,4,3,6,0,Worn Mail Belt
1731,6903,4,3,8,0,Worn Mail Boots
1732,6904,4,3,9,0,Worn Mail Bracers
1733,15272,4,1,16,0,Worn Cloak
1734,6905,4,3,10,0,Worn Mail Gloves
1735,687,4,3,7,0,Worn Mail Pants
1737,977,4,3,5,0,Worn Mail Vest
1738,6902,4,3,6,0,Laced Mail Belt
1739,6903,4,3,8,0,Laced Mail Boots
1740,6904,4,3,9,0,Laced Mail Bracers
1741,15065,4,1,16,0,Laced Cloak
1742,6905,4,3,10,0,Laced Mail Gloves
1743,687,4,3,7,0,Laced Mail Pants
1744,6914,4,3,3,0,Laced Mail Shoulderpads
1745,977,4,3,5,0,Laced Mail Vest
1746,6902,4,3,6,0,Linked Chain Belt
1747,6903,4,3,8,0,Linked Chain Boots
1748,6904,4,3,9,0,Linked Chain Bracers
1749,15074,4,1,16,0,Linked Chain Cloak
1750,6905,4,3,10,0,Linked Chain Gloves
1751,687,4,3,7,0,Linked Chain Pants
1752,6914,4,3,3,0,Linked Chain Shoulderpads
1753,977,4,3,5,0,Linked Chain Vest
1754,6902,4,3,6,0,Reinforced Chain Belt
1755,6903,4,3,8,0,Reinforced Chain Boots
1756,6904,4,3,9,0,Reinforced Chain Bracers
1757,15181,4,1,16,0,Reinforced Chain Cloak
1758,6905,4,3,10,0,Reinforced Chain Gloves
1759,687,4,3,7,0,Reinforced Chain Pants
1760,6914,4,3,3,0,Reinforced Chain Shoulderpads
1761,977,4,3,5,0,Reinforced Chain Vest
1764,7578,4,1,8,0,Canvas Shoes
1766,23095,4,1,16,0,Canvas Cloak
1767,14065,4,1,10,0,Canvas Gloves
1768,14064,4,1,7,0,Canvas Pants
1769,16786,4,1,3,0,Canvas Shoulderpads
1770,14378,4,1,5,0,Canvas Vest
1772,3757,4,1,8,0,Brocade Shoes
1774,23093,4,1,16,0,Brocade Cloak
1775,14370,4,1,10,0,Brocade Gloves
1776,12930,4,1,7,0,Brocade Pants
1777,14371,4,1,3,0,Brocade Shoulderpads
1778,14377,4,1,5,0,Brocade Vest
1780,16820,4,1,8,0,Cross-stitched Sandals
1782,23102,4,1,16,0,Cross-stitched Cloak
1783,14373,4,1,10,0,Cross-stitched Gloves
1784,14374,4,1,7,0,Cross-stitched Pants
1785,14121,4,1,3,0,Cross-stitched Shoulderpads
1786,14376,4,1,5,0,Cross-stitched Vest
1787,14360,4,2,6,0,Patched Leather Belt
1788,16990,4,2,8,0,Patched Leather Boots
1789,3653,4,2,9,0,Patched Leather Bracers
1790,23050,4,1,16,0,Patched Cloak
1791,972,4,2,10,0,Patched Leather Gloves
1792,6731,4,2,7,0,Patched Leather Pants
1793,14361,4,2,3,0,Patched Leather Shoulderpads
1794,14272,4,2,5,0,Patched Leather Jerkin
1795,16935,4,2,6,0,Rawhide Belt
1796,16992,4,2,8,0,Rawhide Boots
1797,17015,4,2,9,0,Rawhide Bracers
1798,23058,4,1,16,0,Rawhide Cloak
1799,17066,4,2,10,0,Rawhide Gloves
1800,16967,4,2,7,0,Rawhide Pants
1801,15002,4,2,3,0,Rawhide Shoulderpads
1802,16895,4,2,5,0,Rawhide Tunic
1803,16945,4,2,6,0,Tough Leather Belt
1804,16998,4,2,8,0,Tough Leather Boots
1805,17022,4,2,9,0,Tough Leather Bracers
1806,23072,4,1,16,0,Tough Cloak
1807,17072,4,2,10,0,Tough Leather Gloves
1808,16977,4,2,7,0,Tough Leather Pants
1809,14205,4,2,3,0,Tough Leather Shoulderpads
1810,14418,4,2,5,0,Tough Leather Armor
1811,20037,2,8,17,26,Blunt Claymore
1812,19245,2,1,17,26,Short-handled Battle Axe
1813,20413,2,10,17,30,Chipped Quarterstaff
1814,19534,2,5,17,26,Battered Mallet
1815,5217,2,4,21,32,Ornamental Mace
1816,8495,2,0,21,32,Unbalanced Axe
1817,20164,2,7,21,32,Stock Shortsword
1818,20183,2,8,17,26,Standard Claymore
1819,14039,2,0,21,32,Gouging Pick
1820,19535,2,5,17,26,Wooden Maul
1821,5151,2,7,21,32,Warped Blade
1822,20385,2,10,17,30,Cedar Walking Stick
1823,6794,2,4,21,32,Bludgeoning Cudgel
1824,19292,2,1,17,26,Shiny War Axe
1825,19784,2,4,21,32,Bulky Bludgeon
1826,8587,2,5,17,26,Rock Maul
1827,8482,2,0,21,32,Meat Cleaver
1828,19369,2,1,17,26,Stone War Axe
1829,15591,2,7,21,32,Short Cutlass
1830,4129,2,8,17,26,Long Bastard Sword
1831,20361,2,10,17,30,Oaken War Staff
1832,16845,4,1,7,0,Lucky Trousers
1835,14443,4,2,6,0,Dirty Leather Belt
1836,14249,4,2,9,0,Dirty Leather Bracers
1839,17126,4,2,6,0,Rough Leather Belt
1840,17170,4,2,9,0,Rough Leather Bracers
1843,14469,4,2,6,0,Tanned Leather Belt
1844,14471,4,2,9,0,Tanned Leather Bracers
1845,6864,4,3,6,0,Chainmail Belt
1846,13617,4,3,9,0,Chainmail Bracers
1849,16914,4,2,6,0,Cured Leather Belt
1850,14282,4,2,9,0,Cured Leather Bracers
1852,6985,4,3,9,0,Scalemail Bracers
1853,10410,4,3,6,0,Scalemail Belt
1893,19234,2,1,17,26,Miner's Revenge
1913,5009,2,4,21,32,Studded Blackjack
1917,20435,2,15,13,32,Jeweled Dagger
1925,20114,2,7,21,32,Defias Rapier
1926,5225,2,4,21,32,Weighted Sap
1927,19276,2,0,21,32,Deadmines Cleaver
1928,20415,2,10,17,30,Defias Mage Staff
1929,16848,4,1,7,0,Silk-threaded Trousers
1930,23067,4,1,16,0,Stonemason Cloak
1933,20418,2,10,17,30,Staff of Conjuring
1934,6774,4,2,7,0,Stonemason Trousers
1935,20471,2,15,13,32,Assassin's Blade
1936,20399,2,15,13,32,Goblin Screwdriver
1937,5040,2,7,13,32,Buzz Saw
1938,8565,2,4,21,32,Block Mallet
1943,697,4,3,7,0,Goblin Mail Leggings
1944,17062,4,2,10,0,Metalworking Gloves
1945,17189,4,2,10,0,Woodworking Gloves
1951,8279,2,7,13,32,Blackwater Cutlass
1955,6907,4,3,8,0,Dragonmaw Chain Boots
1958,1515,2,4,21,32,Petrified Shinbone
1959,14038,2,1,17,26,Cold Iron Pick
1965,3846,4,2,10,0,White Wolf Gloves
1973,6506,4,0,12,0,Orb of Deception
1974,16901,4,1,9,0,Mindthrust Bracers
1975,20179,2,8,17,26,Pysan's Old Greatsword
1976,8590,2,5,17,26,Slaghammer
1978,12813,4,2,10,0,Wolfclaw Gloves
1979,18793,4,6,14,28,Wall of the Dead
1980,9840,4,0,11,0,Underworld Band
1981,8668,4,3,5,0,Icemail Jerkin
1982,20191,2,8,17,26,Nightblade
1986,20638,2,8,17,26,Gutrender
1988,25892,4,3,10,0,Chief Brigadier Gauntlets
1990,5533,2,5,17,26,Ballast Maul
1991,18269,2,5,17,26,Goblin Power Shovel
1992,21612,4,0,23,0,Swampchill Fetish
1993,14436,4,0,11,0,Ogremind Ring
1994,19129,2,0,13,32,Ebonclaw Reaver
1996,9840,4,0,11,0,Voodoo Band
1997,16670,4,1,20,0,Pressed Felt Robe
1998,20356,2,10,17,30,Bloodscalp Channeling Staff
2000,20251,2,8,17,26,Archeus
2011,20120,2,7,21,32,Twisted Sabre
2013,20373,2,10,17,30,Cryptbone Staff
2014,5176,2,8,17,26,Black Metal Greatsword
2015,19255,2,1,17,26,Black Metal War Axe
2016,1727,4,3,5,0,Dusty Chain Armor
2017,6738,4,2,9,0,Glowing Leather Bracers
2018,20088,2,7,21,32,Skeletal Longsword
2020,20492,2,15,13,32,Hollowfang Blade
2021,18650,4,6,14,28,Green Carapace Shield
2024,22096,2,8,17,26,Espadon
2025,22115,2,1,17,26,Bearded Axe
2026,8593,2,5,17,26,Rock Hammer
2027,22079,2,7,13,32,Scimitar
2028,22119,2,4,13,32,Hammer
2029,19281,2,0,13,32,Cleaver
2030,22146,2,10,17,30,Gnarled Staff
2032,16887,4,1,9,0,Gallan Cuffs
2033,10711,4,2,8,0,Ambassador's Boots
2034,12699,4,1,20,0,Scholarly Robes
2035,5161,2,7,21,32,Sword of the Night Sky
2036,17054,4,2,10,0,Dusty Mining Gloves
2037,11447,4,3,8,0,Tunneler's Boots
2039,6012,4,0,11,0,Plains Ring
2040,18399,4,6,14,28,Troll Protector
2041,8703,4,2,5,0,Tunic of Westfall
2042,20379,2,10,17,30,Staff of Westfall
2043,6011,4,0,11,0,Ring of Forlorn Spirits
2044,19220,2,0,21,32,Crescent of Forlorn Spirits
2046,22226,2,7,21,32,Bluegill Kukri
2047,8473,2,0,21,32,Anvilmar Hand Axe
2048,19770,2,4,21,32,Anvilmar Hammer
2054,19299,2,0,21,32,Trogg Hand Axe
2055,8579,2,4,21,32,Small Wooden Hammer
2057,20175,2,7,21,32,Pitted Defias Shortsword
2058,19611,2,5,17,26,Kazon's Maul
2059,22991,4,1,16,0,Sentry Cloak
2064,19650,2,4,21,32,Trogg Club
2065,20212,2,7,21,32,Rockjaw Blade
2066,19203,2,0,21,32,Skull Hatchet
2067,20431,2,10,17,30,Frostbit Staff
2069,16868,4,2,5,0,Black Bear Hide Vest
2072,20363,2,10,17,30,Dwarven Magestaff
2073,19134,2,0,21,32,Dwarven Hatchet
2074,20168,2,7,13,32,Solid Shortblade
2075,5218,2,4,21,32,Priest's Mace
2077,28578,2,10,17,30,Magician Staff
2078,20157,2,7,13,32,Northern Shortsword
2079,19637,2,4,13,32,Sergeant's Warhammer
2080,19400,2,0,13,32,Hillborne Axe
2084,20152,2,8,17,26,Darksteel Bastard Sword
2087,17095,4,2,5,0,Hard Crawler Carapace
2088,6455,2,15,13,32,Long Crawler Limb
2089,20407,2,15,13,32,Scrimshaw Dagger
2092,6442,2,15,13,32,Worn Dagger
2098,28718,2,3,26,0,Double-barreled Shotgun
2099,28636,2,3,26,0,Dwarven Hand Cannon
2100,8258,2,3,26,0,Precisely Calibrated Boomstick
2105,10005,4,0,4,0,Thug Shirt
2108,8662,4,2,5,0,Frostmane Leather Vest
2109,977,4,3,5,0,Frostmane Chain Vest
2110,12674,4,1,20,0,Light Magesmith Robe
2112,14279,4,2,5,0,Lumberjack Jerkin
2114,16654,4,1,20,0,Snowy Robe
2117,16576,4,1,8,0,Thin Cloth Shoes
2119,16969,4,1,10,0,Thin Cloth Gloves
2120,8969,4,1,7,0,Thin Cloth Pants
2121,16575,4,1,5,0,Thin Cloth Armor
2122,14425,4,2,6,0,Cracked Leather Belt
2123,14426,4,2,8,0,Cracked Leather Boots
2124,14427,4,2,9,0,Cracked Leather Bracers
2125,17176,4,2,10,0,Cracked Leather Gloves
